Date,Vol.,MA(5),MA(10),MA(12),MA(20),MA(26),EMA(5),EMA(12),EMA(26),ROC(12),RSI(14),MACD,%K(14),%D(3),ATR(14),ADX(14),OBV,Aroon(25),%R(14),CCI(14)
3/1/2012,389840,108.158,106.629,105.7358333,102.824,101.9234615,107.689284,105.3282626,103.008116,7.858487761,74.83443709,2.320146539,87.07482993,79.11731597,2.416056992,24.06561407,1103020,76,-12.92517007,104.1899033
3/2/2012,299660,107.544,107.068,106.2325,103.341,102.2042308,107.3595227,105.8685299,103.4401075,5.916219972,71.0319539,2.42842243,66.40488656,76.89228871,2.474195778,24.99204061,803360,76,-33.59511344,70.8873836
3/5/2012,237450,107.176,107.416,106.6425,103.785,102.4742308,107.1463485,105.9964484,103.681581,4.833005894,67.21991701,2.314867387,62.70691334,72.06220994,2.434610366,25.38814742,1040810,76,-37.29308666,53.36572992
3/6/2012,332560,106.806,107.302,106.8416667,104.1745,102.6719231,106.330899,106.107764,103.9066491,2.336037533,60.57692308,2.201114948,41.14688129,56.75289373,2.462852482,25.56931433,708250,76,-58.85311871,28.90489198
3/7/2012,333240,106.624,107.29,107.085,104.562,102.9557692,106.2739327,105.8911849,103.9654158,2.8283611,61.40167364,1.925769134,54.78887745,52.88089069,2.444077305,25.13067755,1041490,76,-45.21112255,26.93904958
3/8/2012,296550,106.172,107.165,107.1466667,104.9555,103.2673077,106.3759551,105.9325411,104.1279776,0.699168556,61.21912769,1.804563507,52.1686747,49.36814448,2.366643212,24.62589033,1338040,76,-47.8313253,41.17114398
3/9/2012,292690,106.312,106.928,107.24,105.3335,103.6438462,106.7173034,106.0321502,104.3096089,1.053820098,60.99365751,1.72254128,49.92050874,52.29268696,2.345454411,24.43582462,1630730,64,-50.07949126,54.77011883
3/12/2012,234730,106.236,106.706,107.1158333,105.717,104.0276923,106.5915356,106.2425886,104.5385267,-1.381804693,51.43843498,1.704061857,32.09677419,44.72865255,2.333636239,24.66689475,1396000,64,-67.90322581,26.83737535
3/13/2012,282350,106.638,106.722,106.8608333,106.007,104.3688462,106.6310237,106.257575,104.6719692,-2.787646898,51.24205661,1.585605763,38.06451613,40.02726636,2.286947936,24.3729263,1678350,64,-61.93548387,25.44796932
3/14/2012,283510,106.492,106.558,106.6,106.2415,104.6965385,106.2306825,106.3271788,104.8229344,-2.883198231,42.95774648,1.504244371,17.41935484,29.19354839,2.259308798,24.0999556,1394840,52,-82.58064516,-14.93823614
3/15/2012,371040,106.198,106.185,106.48,106.407,104.9542308,105.8571217,106.1891513,104.8679023,-1.351478179,34.88975357,1.321249042,19.64549483,25.04312193,2.269358169,23.45658839,1023800,52,-80.35450517,-73.82852006
3/16/2012,192990,106.13,106.221,106.4791667,106.6445,105.2753846,106.2580811,106.023128,104.8858354,-0.009339684,45.35891089,1.137292599,48.44903988,28.50462985,2.266546872,21.98621241,1216790,52,-51.55096012,-3.923925339
3/19/2012,110350,106.48,106.358,106.4166667,106.887,105.5926923,106.8687207,106.1826468,105.0468847,-0.689084895,55.07246377,1.135762137,63.66322009,43.9192516,2.225364952,21.24580208,1327140,48,-36.33677991,64.29974239
3/20/2012,26440,106.26,106.449,106.3258333,106.8755,105.8596154,106.4491472,106.4760857,105.2723006,-1.021555764,45.74095683,1.20378514,27.0310192,46.38109306,2.262124598,21.00014951,1300700,44,-72.9689808,-43.20642775
3/21/2012,252600,106.628,106.56,106.3716667,106.925,106.1042308,106.7227648,106.3428418,105.2973154,0.515367316,45.39048738,1.045526409,66.47619048,52.39014326,2.24554427,20.00354217,1553300,40,-33.52380952,9.752642476
3/22/2012,295470,106.676,106.437,106.4258333,106.801,106.2815385,106.2651765,106.4854815,105.4434402,0.620821394,45.98453302,1.042041348,35.20179372,42.90300113,2.283005394,19.07812106,1257830,36,-64.79820628,-90.08398448
3/23/2012,260270,106.638,106.384,106.485,106.656,106.4765385,106.4667843,106.310792,105.4365187,0.668801809,50.40961223,0.874273378,69.12751678,56.93516699,2.340647865,18.13741527,1518100,32,-30.87248322,9.362389023
3/26/2012,162280,106.426,106.453,106.5225,106.5795,106.6580769,106.6545229,106.396824,105.5427025,0.422218052,57.08206687,0.854121569,72.70693512,59.01208187,2.254173018,17.07247181,1680380,-40,-27.29306488,30.39249082
3/27/2012,209040,106.77,106.515,106.5166667,106.6185,106.8153846,106.8796819,106.4942357,105.6528727,-0.065176909,53.82603009,0.841363068,79.41834452,73.75093214,2.179589231,16.08359575,1889420,-40,-20.58165548,70.01175712
3/28/2012,309060,106.398,106.513,106.4391667,106.5355,106.7988462,106.389788,106.6228148,105.7771043,-0.87455332,46.5157832,0.845710532,36.46532438,62.86353468,2.213904286,15.4074884,1580360,-40,-63.53467562,-92.90848621
3/29/2012,319990,105.884,106.28,106.1116667,106.2325,106.6642308,105.1865253,106.4362279,105.7499114,-3.68287883,37.58064516,0.686316544,10.62091503,42.16819465,2.310768265,14.94198952,1260370,-80,-89.37908497,-260.2654287
3/30/2012,244160,105.114,105.876,105.9108333,106.0485,106.4792308,104.4643502,105.8737313,105.529918,-2.285876885,40.66366704,0.343813375,14.54248366,20.54290769,2.243570532,15.6616573,1504530,-80,-85.45751634,-218.6104544
4/2/2012,278100,104.754,105.59,105.9208333,105.974,106.3046154,104.7195668,105.4346957,105.3439981,0.114166112,46.22833843,0.090697633,51.21163166,25.45834345,2.328315494,16.32992024,1782630,-88,-48.78836834,-123.5536521
4/3/2012,245540,104.09,105.43,105.6666667,105.9395,106.1296154,104.4830445,105.4032041,105.3355538,-2.848869793,46.37014315,0.067650284,31.50242326,32.4188462,2.279150102,16.07785845,1537090,-88,-68.49757674,-110.7650401
4/4/2012,300730,103.302,104.85,105.115,105.705,105.9342308,103.4786964,105.188865,105.2373646,-6.124525858,41.64370983,-0.048499636,5.439330544,29.38446182,2.333496523,15.84380108,1236360,-96,-94.56066946,-195.8224301
4/5/2012,242900,103.408,104.646,104.9233333,105.5415,105.7896154,103.4224642,104.6167319,104.9583006,-2.17782407,41.347485,-0.341568666,31.10181311,22.68118897,2.3118182,16.71711792,1479260,-92,-68.89818689,-140.7309729
4/9/2012,205920,103.296,104.205,104.5225,105.2945,105.5442308,103.1016428,104.4156962,104.8362043,-4.484012305,36.90088413,-0.420508007,22.17741935,19.57285434,2.325259757,17.528055,1273340,-40,-77.82258065,-147.8675022
4/10/2012,312930,102.454,103.604,104.1616667,105.0285,105.3257692,102.4077619,104.1148199,104.6601891,-4.11010916,38.77750611,-0.545369222,4.491413474,19.25688198,2.322026917,18.5037699,960410,-44,-95.50858653,-140.557028
4/11/2012,283010,102.192,103.141,103.8141667,104.828,105.1711538,102.5051746,103.6386938,104.3905455,-3.901936933,38.83732291,-0.751851722,26.68428005,17.78437096,2.31973928,19.1367875,1243420,-44,-73.31571995,-99.70430752
4/12/2012,271290,102.626,102.964,103.5316667,104.7385,105.1303846,102.8834497,103.4942793,104.2653199,-3.167336261,45.61313494,-0.771040556,39.10171731,23.42580361,2.286186475,19.59176723,1514710,-44,-60.89828269,-48.49577679
4/13/2012,227260,102.53,102.969,103.1566667,104.6245,105.0023077,102.8656332,103.5166979,104.2189999,-4.192676791,39.24387646,-0.702302,30.4964539,32.09415042,2.215030298,19.17960579,1287450,-44,-69.5035461,-54.95800796
4/16/2012,284960,102.624,102.96,102.95,104.418,104.8619231,102.8870888,103.4110521,104.116111,-2.352717958,39.0491453,-0.705058949,31.91489362,33.83768827,2.168956705,18.79688445,1572410,-44,-68.08510638,-64.52320929
4/17/2012,244520,103.26,102.857,103.0683333,104.2235,104.7388462,103.3247258,103.3370441,104.0282509,1.381591749,42.05180295,-0.691206884,56.23003195,39.54712649,2.186174083,18.8911001,1816930,-44,-43.76996805,-10.76106095
4/18/2012,195810,103.254,102.723,103.0391667,104.0765,104.5976923,103.1064839,103.4698065,104.0409731,-0.339739856,42.9015544,-0.571166584,39.64143426,42.59545328,2.195733077,17.76290626,1621120,-44,-60.35856574,-42.1170772
4/19/2012,91400,102.98,102.803,102.7925,103.8265,104.4269231,102.8276559,103.3467594,103.9394195,-2.812886059,48.50615114,-0.592660177,33.05613306,42.97586642,2.148895,16.99548378,1529720,-44,-66.94386694,-70.15436843
4/20/2012,23580,103.024,102.777,102.7125,103.7115,104.3353846,102.9017706,103.1811041,103.8157588,-0.922988174,50.08517888,-0.634654757,49.27234927,40.65663886,2.138259643,16.58846364,1553300,-44,-50.72765073,-24.1262625
4/23/2012,213200,103.06,102.842,102.8491667,103.5235,104.2584615,102.9711804,103.1609342,103.759036,1.616241254,43.14359638,-0.598101737,54,45.44282744,2.13409824,15.48119175,1766500,-44,-46,-35.67268271
4/24/2012,196140,102.93,103.095,102.8691667,103.3495,104.1234615,103.1641203,103.1530982,103.7109592,0.232310522,48.43324251,-0.557861033,65.37585421,56.21606783,2.07523408,14.84486975,1962640,-44,-34.62414579,8.664016203
4/25/2012,276650,103.22,103.237,103.0075,103.189,103.9707692,103.4827469,103.21416,103.6990363,1.620144447,60.42486231,-0.48487631,78.35990888,65.91192103,2.031288789,14.11234261,2239290,-44,-21.64009112,68.70061801
4/26/2012,192830,103.676,103.328,103.3016667,103.146,103.93,103.8384979,103.35352,103.7302188,3.494357553,55.48672566,-0.376698805,88.15489749,77.29688686,1.96333959,13.11250255,2432120,-44,-11.84510251,133.3676093
4/27/2012,182100,104.052,103.538,103.4875,103.2535,103.84,104.2023319,103.5375938,103.7909433,2.171372931,61.40350877,-0.253349492,96.81093394,87.77524677,1.913101047,12.43246495,2614220,-44,-3.189066059,130.2192564
4/30/2012,211450,104.404,103.732,103.59,103.346,103.8215385,104.424888,103.7518102,103.8753179,1.186800463,70.37037037,-0.123507728,93.28703704,92.75095616,1.867879544,11.72257924,2402770,-36,-6.712962963,120.2090592
5/1/2012,245920,104.926,103.928,103.8675,103.3925,103.7942308,105.0032586,103.9238394,103.9489981,3.238354566,69.09492274,-0.02515868,94.32773109,94.80856736,1.880173862,11.18830737,2648690,-36,-5.672268908,184.6722068
5/2/2012,256650,105.146,104.183,104.0583333,103.453,103.7246154,105.0755058,104.2678641,104.112776,2.22481298,58.7196468,0.155088109,74.57983193,87.39820002,1.835161444,11.60138692,2392040,-32,-25.42016807,148.1208548
5/3/2012,316880,104.744,104.21,103.92,103.5065,103.5403846,104.2303372,104.4143465,104.1947926,-1.593090211,48.67337603,0.219553963,18.27731092,62.39495798,1.922649912,11.9849608,2075160,60,-81.72268908,-0.326030256
5/4/2012,443060,103.456,103.754,103.5716667,103.2655,103.2742308,102.3168914,104.1259855,104.0722153,-4.071296386,35.08064516,0.053770185,10.98654709,34.61456331,2.157460632,11.89156805,1632100,-12,-89.01345291,-246.3009006
5/7/2012,300470,102.07,103.237,103.2108333,103.0395,103.0880769,100.8579276,103.2589108,103.6587179,-4.233890682,27.89548023,-0.399807079,23.44454463,17.56946755,2.228356302,13.88616185,1331630,-16,-76.55545537,-306.1917542
5/8/2012,333770,100.24,102.583,102.7075,102.839,102.8569231,99.57528509,102.4406169,103.2351092,-5.861232411,29.12979351,-0.79449232,15.05861136,16.49656769,2.25490228,16.32221246,997860,-16,-84.94138864,-247.8500352
5/9/2012,332870,98.558,101.852,102.1825,102.5445,102.5330769,98.65352339,101.6051373,102.77399,-6.109979633,29.56586826,-1.168852638,14.56483126,17.68932909,2.25240926,18.58425946,664990,-24,-85.43516874,-200.6859788
5/10/2012,282310,97.466,101.105,101.6433333,102.2165,102.2665385,98.12901559,100.8674239,102.3322129,-6.248189281,26.77042802,-1.46478904,16.96269982,15.52871415,2.206522884,20.77678458,947300,-24,-83.03730018,-146.0471905
5/11/2012,260540,96.994,100.225,100.9775,101.8815,102.0611538,97.46267706,100.2847433,101.9431601,-7.673837879,24.59970888,-1.65841683,8.525754885,13.35109532,2.166056964,22.57426325,686760,-24,-91.47424512,-133.272675
5/14/2012,251990,96.362,99.216,100.1633333,101.474,101.7330769,96.56845138,99.64555203,101.5125557,-9.344811095,20.06825939,-1.867003653,8.841940532,11.44346508,2.188481467,24.39807006,434770,-36,-91.15805947,-139.0915119
5/15/2012,284710,95.756,97.998,99.25083333,100.963,101.4069231,95.70563425,98.89700556,101.0138479,-10.43552845,15.92741935,-2.116842291,7.158836689,8.175510702,2.207875648,26.59871755,150060,-40,-92.84116331,-127.794239
5/16/2012,308370,94.956,96.757,98.24583333,100.47,101.0911538,94.74042283,98.14054317,100.4928221,-11.49995232,12.41997439,-2.352278918,6.83994528,7.613574167,2.218027387,28.79045911,-158310,-44,-93.16005472,-128.8260728
5/17/2012,280070,94.052,95.759,97.1125,99.9845,100.7011538,94.01361522,97.3204596,99.92372415,-12.81085154,10.07101356,-2.60326455,5.12995896,6.376246977,2.187454002,31.09255285,-438380,-44,-94.87004104,-113.7813877
5/18/2012,211750,93.122,95.058,95.9675,99.406,100.2334615,93.16907681,96.5880812,99.37826311,-13.05835393,9.448818898,-2.790181902,3.548387097,5.172763779,2.170493002,33.23021132,-650130,-52,-96.4516129,-116.1063469
5/21/2012,107240,92.68,94.521,95.13666667,98.879,99.83884615,92.96938454,95.80222256,98.79320658,-9.723034913,8.338442673,-2.990984022,11.37409599,6.684147349,2.174029216,35.46197393,-542890,-56,-88.62590401,-98.96788737
5/22/2012,27360,92.216,93.986,94.5675,98.2845,99.40538462,92.53292303,95.30495755,98.33222831,-6.934714184,8.353808354,-3.027270766,5.624142661,6.848875249,2.134455701,37.3628489,-570250,-56,-94.37585734,-92.58467601
5/23/2012,275520,91.634,93.295,93.8975,97.5735,98.85538462,91.65528202,94.74419485,97.83798918,-8.209107617,8.854166667,-3.093794331,4.613095238,7.203777963,2.156280294,39.12794708,-845770,-64,-95.38690476,-109.9848976
5/24/2012,231520,91.254,92.653,93.36833333,96.879,98.39346154,91.32352135,93.9989341,97.24998998,-6.545716936,17.56420878,-3.251055879,15.40178571,8.546341205,2.12440313,41.21551006,-614250,-64,-84.59821429,-99.61691914
5/25/2012,153920,91.13,92.126,92.8725,96.1755,97.95461538,91.16901423,93.48525193,96.76184257,-6.146059291,19.79522184,-3.276590642,17.87330317,12.62939471,2.052660049,43.15396139,-460330,-64,-82.12669683,-90.71938952
5/29/2012,262560,90.768,91.724,92.34583333,95.47,97.48192308,91.03267615,93.08136702,96.32466905,-6.510094767,21.30394858,-3.243302031,17.5980975,16.95772879,2.046041474,44.95395191,-722890,-64,-82.4019025,-79.30397109
5/30/2012,297200,90,91.108,91.65333333,94.553,96.89384615,89.9617841,92.72423363,95.91247134,-8.644543847,17.0212766,-3.188237711,5.27831094,13.5832372,2.16060994,45.66058009,-1020090,-80,-94.72168906,-116.8374916
5/31/2012,345430,89.326,90.48,90.96583333,93.6185,96.23923077,88.81785607,91.96973615,95.31302902,-8.70436801,13.99317406,-3.343292871,5.908289242,9.594899228,2.179137802,47.04043101,-1365520,-84,-94.09171076,-145.63544
6/1/2012,407580,87.84,89.547,90.07,92.653,95.43576923,86.95523738,91.13285367,94.66243428,-11.43860396,12.05882353,-3.529580614,6.94239291,6.042997697,2.330627959,48.57839017,-1773100,-88,-93.05760709,-196.3118189
6/4/2012,309780,86.464,88.797,89.33416667,91.9275,94.64461538,85.96349159,89.91703002,93.8155873,-9.514060985,17.07317073,-3.898557271,19.41135249,10.75401155,2.390583104,50.49724401,-1463320,-92,-80.58864751,-191.8136294
6/5/2012,246360,85.17,87.969,88.645,91.245,93.85076923,85.40566106,89.00364079,93.08702527,-8.93474503,19.54745443,-4.083384483,23.78378378,16.71250973,2.334827168,52.39566104,-1216960,-92,-76.21621622,-147.85057
6/6/2012,313100,84.61,87.305,88.10666667,90.6455,93.08730769,85.27710737,88.27846528,92.43539377,-7.06165282,24.82223659,-4.156928488,30.07103394,24.42205674,2.328053799,53.72131938,-903860,-88,-69.92896606,-114.0273044
6/7/2012,339000,84.268,86.797,87.46083333,90.046,92.26653846,85.12473825,87.77716293,91.88610534,-8.372042778,24.90272374,-4.108942412,30.46413502,28.10631758,2.418907099,53.9127383,-1242860,-84,-69.53586498,-99.43487402
6/8/2012,304640,84.442,86.141,86.83083333,89.397,91.45423077,84.78315883,87.32221479,91.36269013,-8.247872573,25.49800797,-4.040475345,24.38818565,28.30778487,2.447556592,53.54219177,-1547500,-80,-75.61181435,-111.6125999
6/11/2012,343210,84.186,85.325,86.23083333,88.7255,90.69115385,84.08877255,86.82648944,90.82471309,-8.008898776,17.8919974,-3.99822365,13.36134454,22.7378884,2.667731121,53.52940316,-1890710,-96,-86.63865546,-100.7865494
6/12/2012,320800,83.992,84.581,85.61916667,88.1525,90.10769231,83.83251504,86.19164491,90.22288249,-8.096183543,22.34748011,-4.03123758,20.19748654,19.31567224,2.666464613,52.22139155,-1569910,-96,-79.80251346,-102.5370027
6/13/2012,327540,83.512,84.061,84.9325,87.5845,89.51846154,83.42834336,85.74985338,89.71155786,-9.068897204,24.03708987,-3.961704475,13.91382406,15.82421838,2.608859997,51.01875047,-1897450,-88,-86.08617594,-88.74797501
6/14/2012,278940,83.33,83.799,84.36166667,87.1395,89.01461538,83.58889557,85.26833748,89.18625728,-7.547377699,26.80412371,-3.917919798,25.49371634,19.86834231,2.576084283,49.71102081,-1618510,-88,-74.50628366,-70.74489429
6/15/2012,216550,83.316,83.879,84.04583333,86.713,88.52307692,83.73593038,85.05936248,88.7954234,-4.315645639,26.39944713,-3.736060923,26.57091562,21.99281867,2.490649692,48.21997166,-1401960,-84,-73.42908438,-55.10545754
6/18/2012,216960,83.43,83.808,83.77416667,86.3025,87.99192308,83.58062025,84.90099902,88.44242908,-3.767479487,25.24785195,-3.541430055,22.33502538,24.79988578,2.567031857,46.57487185,-1618920,-80,-77.66497462,-58.95563692
6/19/2012,109010,83.572,83.782,83.84083333,85.8755,87.52653846,83.7304135,84.6500761,88.05928618,0.961191878,35.36679537,-3.409210087,41.05409154,29.98667751,2.535815295,45.57999918,-1509910,-76,-58.94590846,-56.08639685
6/20/2012,37370,83.408,83.46,83.65916667,85.3825,87.02730769,83.08694234,84.55467977,87.76082054,-2.595856156,32.97336213,-3.206140766,14.54248366,25.97720019,2.599685631,44.65618884,-1547280,-96,-85.45751634,-82.4124687
6/21/2012,376970,82.266,82.798,83.15166667,84.7975,86.42038462,81.45796156,84.13088289,87.31927828,-7.225056353,32.27625088,-3.188395392,2.967032967,19.52120272,2.690422372,44.29371423,-1924250,-96,-97.03296703,-163.4669361
6/22/2012,293220,81.412,82.364,82.71333333,84.2525,85.91846154,80.89197437,83.21843936,86.64377618,-6.186779581,35.93333333,-3.425336819,23.2312566,13.58025774,2.698963631,44.79574796,-1631030,-92,-76.7687434,-159.4932513
6/25/2012,249000,80.6,82.015,82.24583333,83.67,85.405,80.33131625,82.68637177,86.13386684,-6.614006131,33.33333333,-3.447495066,17.42344245,14.54057734,2.695466229,45.34997736,-1880030,-92,-82.57655755,-158.7211636
6/26/2012,253300,79.666,81.619,81.85083333,83.1,84.93884615,80.00754416,82.15154534,85.62098781,-5.636147444,30.6957708,-3.469442468,19.00739176,19.8873636,2.597218641,45.62118402,-1626730,-88,-80.99260824,-153.8918598
6/27/2012,253010,79.348,81.378,81.64333333,82.7195,84.46346154,80.07502944,81.72207683,85.15721094,-3.010882709,34.94448073,-3.435134107,29.18502203,21.87195208,2.571703024,45.87301877,-1373720,-72,-70.81497797,-107.2763384
6/28/2012,310150,79.246,80.756,81.17416667,82.2775,83.92615385,79.28001963,81.48944963,84.79075087,-6.757081133,31.26826417,-3.301301242,4.38034188,17.52425189,2.642295665,45.10646485,-1683870,-88,-95.61965812,-133.0721747
6/29/2012,439010,80.286,80.849,81.36916667,82.364,83.73615385,81.17334642,80.90491891,84.26476932,2.832244009,54.91731941,-3.359850408,92.30769231,41.9576854,2.999988832,44.86941487,-1244860,-88,-7.692307692,21.00990303
7/2/2012,299100,81.194,80.897,81.35583333,82.3525,83.47038462,82.03223095,81.52877754,84.31626789,-0.190680491,50.9121765,-2.787490348,77.76442308,58.15081909,2.996418201,41.99742337,-1543960,-88,-22.23557692,47.92792793
7/3/2012,336190,82.854,81.26,81.65833333,82.521,83.34730769,83.90815396,81.87050407,84.27432212,4.319885755,59.41000747,-2.403818047,96.46840149,88.84683896,3.118816901,39.33057412,-1207770,-84,-3.531598513,136.4192337
7/5/2012,368620,84.256,81.802,81.9875,82.631,83.21115385,85.01210264,82.76119576,84.52511307,4.74360514,56.38256845,-1.76391732,84.95726496,86.39669651,3.073187122,37.44345943,-1576390,16,-15.04273504,167.1108602
7/6/2012,296200,85.608,82.427,82.0225,82.6125,83.08153846,84.8247351,83.44716564,84.72473433,0.499821492,50.73477957,-1.27756869,61.28205128,80.90257258,3.082245185,36.02572809,-1872590,16,-38.71794872,88.17102715
7/9/2012,256900,85.814,83.05,82.37166667,82.707,83.06076923,85.21315673,83.60144785,84.70438364,5.122249389,54.63215259,-1.102935789,74.44444444,73.56125356,3.039227672,33.59577725,-1615690,16,-25.55555556,91.60603362
7/10/2012,291410,85.846,83.52,82.8475,82.7675,83.08692308,84.77877115,83.96891741,84.79961448,7.301790281,49.80443286,-0.830697069,56.66666667,64.13105413,2.989282838,31.33101544,-1907100,16,-43.33333333,57.3243217
7/11/2012,307820,85.476,84.165,83.35166667,82.892,83.15730769,85.1225141,83.95985319,84.73371711,7.585255767,56.6062603,-0.773863917,72.90598291,68.00569801,2.96004835,29.11253138,-1599280,16,-27.09401709,78.88495713
7/12/2012,240730,85.248,84.752,83.92416667,83.065,83.22615385,85.44167607,84.24449116,84.81344177,8.67314733,64.58179127,-0.568950605,75.21367521,68.26210826,2.902902039,27.25746602,-1358550,16,-24.78632479,75.00120233
7/13/2012,260830,85.778,85.693,84.56916667,83.2245,83.30615385,85.99445071,84.52687714,84.9072609,9.753024194,63.85951662,-0.380383759,83.93162393,77.35042735,2.840551893,25.53490533,-1097720,16,-16.06837607,99.68208856
7/16/2012,223120,86.266,86.04,85.25416667,83.4445,83.445,86.80630047,84.92274219,85.06968602,10.24809874,66.91122524,-0.146943822,95.2991453,84.81481481,2.785512472,24.51053005,-874600,16,-4.700854701,115.2670051
7/17/2012,262790,87.328,86.587,86.215,83.742,83.64192308,87.61086698,85.46232032,85.31859816,14.84103488,67.6702509,0.143722155,98.02955665,92.42010863,2.732975867,23.93421951,-611810,48,-1.97044335,122.9237865
7/18/2012,192850,88.14,86.808,86.62416667,84.034,83.91769231,88.36391132,86.04042488,85.60759089,5.779190207,67.4368231,0.432833993,98.6677116,97.33213785,2.641334734,23.79835014,-418960,52,-1.332288401,123.5804541
7/19/2012,102930,89.456,87.352,87.36666667,84.577,84.27692308,89.79594088,86.62959029,85.9233249,10.63880597,76.76081516,0.706265387,98.09004093,98.26243639,2.672667967,23.89993411,-316030,56,-1.909959072,152.5144438
7/20/2012,22100,90.324,88.051,87.68166667,85.239,84.61615385,90.34396059,87.55734563,86.42233787,4.31211499,64.7810219,1.135007757,86.16236162,94.30670472,2.624620255,24.95818965,-338130,56,-13.83763838,134.6087734
7/23/2012,290360,90.266,88.266,87.75833333,85.658,84.77884615,89.60930706,88.15467707,86.79401655,1.054803944,59.14202416,1.360660523,50.05202914,78.10147723,2.703575951,25.94085552,-628490,56,-49.94797086,83.22123084
7/24/2012,309870,90.122,88.725,88.09583333,86.1225,84.95076923,89.23953804,88.15241906,86.89371902,4.795737123,52.05278592,1.258700034,52.20667384,62.80702153,2.629034812,25.21249922,-318620,56,-47.79332616,57.10119568
7/25/2012,289550,89.942,89.041,88.34416667,86.603,85.17,89.14969203,88.20589305,87.0127028,3.465519246,54.27037579,1.193190249,57.26587729,53.17486009,2.621246611,24.28658399,-29070,56,-42.73412271,52.18432077
7/26/2012,233400,89.288,89.372,88.80083333,87.062,85.37615385,89.22979468,88.32344797,87.15768778,6.530806817,63.61631753,1.165760187,61.7868676,57.08647291,2.605443282,23.11871197,204330,56,-38.2131324,69.48015651
7/27/2012,210410,89.026,89.675,89.16083333,87.684,85.69653846,89.52986312,88.48753289,87.32304424,5.034378278,61.93771626,1.164488655,69.75242196,62.93505562,2.513625904,22.50924592,414740,56,-30.24757804,80.90786715
7/30/2012,191100,89.354,89.81,89.46916667,87.925,86.14192308,89.61324208,88.74022014,87.53096689,4.298327138,68.80204997,1.209253253,64.61366181,65.38431712,2.449795483,21.94331316,223640,56,-35.38633819,78.7881939
7/31/2012,282850,89.266,89.694,89.54916667,88.1405,86.46115385,89.09549472,88.90018627,87.69756193,1.102181401,57.29099157,1.20262434,44.10080183,59.48896187,2.48838152,21.63965012,-59210,56,-55.89919817,21.70417232
8/1/2012,281200,89.254,89.598,89.58916667,88.203,86.83423077,89.03366315,88.77092685,87.7244092,0.542802216,58.83822611,1.046517649,45.24456522,51.31967629,2.450639983,20.20938766,221990,56,-54.75543478,21.01769912
8/2/2012,302700,88.802,89.045,89.415,88.1985,87.13307692,88.39910876,88.79232272,87.81223074,-2.342524098,50.08944544,0.980091978,11.02603369,33.45713358,2.469165698,18.8812868,-80710,56,-88.97396631,-9.382886917
8/3/2012,301780,89.056,89.041,89.5425,88.546,87.56346154,89.39940584,88.53658076,87.76169513,1.702459108,57.53424658,0.774885632,74.75409836,43.67489909,2.622082434,17.73818736,221070,52,-25.24590164,76.86687126
8/6/2012,194370,89.54,89.447,89.50416667,88.8565,88.12153846,90.33293723,88.9771068,88.03119919,-0.496438593,57.55578093,0.945907604,87.86885246,57.88299484,2.556219403,17.33506356,415440,48,-12.13114754,135.2698943
8/7/2012,260010,90.662,89.964,89.69,89.3445,88.45653846,91.44529149,89.47293652,88.33999925,2.438757655,59.25024343,1.132937268,90.1055409,84.24283057,2.562203731,17.22435693,675450,96,-9.894459103,183.1594362
8/8/2012,269930,91.55,90.402,90.12416667,89.7215,88.82576923,92.08019432,90.11863859,88.73481412,5.911050601,51.90924184,1.383824471,82.6142132,86.86286885,2.514903465,17.95200764,405520,84,-17.3857868,173.7518013
8/9/2012,258640,92.796,90.799,90.52916667,90.0855,89.045,92.50679622,90.61577112,89.07667974,5.491525424,55.69395018,1.539091375,82.74111675,85.15362362,2.416696074,18.73602153,664160,84,-17.25888325,149.0541153
8/10/2012,224510,93.09,91.073,90.85416667,90.374,89.26230769,92.62786414,91.03796018,89.39396273,4.383500056,66.83274021,1.643997452,76.52284264,80.62605753,2.398360641,19.46403443,439650,84,-23.47715736,103.3936569
8/13/2012,280270,93.196,91.368,91.1325,90.589,89.58076923,92.66190943,91.31981246,89.65144697,3.736435843,65.29284165,1.66836549,74.74619289,78.00338409,2.37633488,19.22849423,159380,84,-25.25380711,95.47361533
8/14/2012,200410,93.148,91.905,91.4075,90.7995,89.86692308,92.91793962,91.53676439,89.87948793,3.66137801,65.86059744,1.657276454,83.46153846,78.24352466,2.303739532,19.13387667,359790,80,-16.53846154,95.25391713
8/15/2012,281640,93.344,92.447,91.78666667,91.0225,90.26769231,93.38862641,91.8280314,90.14248883,5.067943863,66.98762036,1.685542577,92.85714286,83.6882914,2.297758137,19.04601751,641430,96,-7.142857143,105.692478
8/16/2012,212630,93.792,93.294,92.415,91.1695,90.64423077,94.12575094,92.21294965,90.45267484,8.562343856,68.14863968,1.76027481,98.30124575,91.53997569,2.263632556,19.43495377,854060,96,-1.698754247,128.2356729
8/17/2012,162590,94.42,93.755,93.00666667,91.398,91.02615385,94.75383396,92.73403432,90.83395818,7.985603419,70.58823529,1.900076134,97.11538462,96.09125774,2.194801659,20.17215671,1016650,96,-2.884615385,129.292782
8/20/2012,113310,95.068,94.132,93.74333333,91.7895,91.36730769,95.15922264,93.23802904,91.21736869,10.14575921,79.40520446,2.020660349,94.17273673,96.52978903,2.145887255,21.08110392,903340,72,-5.827263267,117.5567229
