Date,Vol.,MA(5),MA(10),MA(12),MA(20),MA(26),EMA(5),EMA(12),EMA(26),ROC(12),RSI(14),MACD,%K(14),%D(3),ATR(14),ADX(14),OBV,Aroon(25),%R(14),CCI(14)
1/4/2010,263540,,,,,,,,,,,,,,,,263540,,,
1/5/2010,258890,,,,,,,,,,,,,,,,522430,,,
1/6/2010,370060,,,,,,,,,,,,,,,,892490,,,
1/7/2010,246630,,,,,,,,,,,,,,,,645860,,,
1/8/2010,310380,82.374,,,,,82.374,,,,,,,,,,956240,,,
1/11/2010,296300,82.576,,,,,82.42266667,,,,,,,,,,659940,,,
1/12/2010,333870,82.38,,,,,81.87844444,,,,,,,,,,326070,,,
1/13/2010,401630,81.674,,,,,81.13562963,,,,,,,,,,-75560,,,
1/14/2010,275400,81.02,,,,,80.55375309,,,,,,,,,,-350960,,,
1/15/2010,200560,80.07,81.222,,,,79.70250206,,,,,,,,,,-551520,,,
1/19/2010,186880,79.37,80.973,,,,79.47500137,,,,,,,,,,-364640,,,
1/20/2010,40680,78.736,80.558,80.73833333,,,78.85666758,80.73833333,,,,,,,,,-405320,,,
1/21/2010,327420,78.022,79.848,80.28583333,,,77.93111172,80.25858974,,-6.661759293,,,,,,,-732740,,,
1/22/2010,348820,77.052,79.036,79.68333333,,,76.80074115,79.61572978,,-8.841873548,,,5.331991952,,,,-1081560,,-94.66800805,
1/25/2010,280560,76.504,78.287,79.02333333,,,76.28716076,78.83484828,,-9.521519596,26.41509434,,12.57545272,,1.975,,-801000,,-87.42454728,
1/26/2010,256210,75.642,77.506,78.36083333,,,75.76144051,78.28487162,,-9.617711106,23.92909897,,8.785784798,8.897743155,1.946071429,,-1057210,,-91.2142152,
1/27/2010,356180,74.852,76.794,77.60416667,,,75.06429367,77.73489137,,-10.97280967,13.8952164,,9.026548673,10.12926206,1.981352041,,-1413390,,-90.97345133,
1/28/2010,292910,74.364,76.193,76.86416667,,,74.58952912,77.10952347,,-10.76102763,14.43217666,,8.761061947,8.857798472,1.951255466,,-1706300,,-91.23893805,
1/29/2010,335270,74.034,75.543,76.20583333,,,74.02301941,76.57575063,,-9.778437925,13.04347826,,3.993055556,7.260222058,1.982594362,,-2041570,,-96.00694444,
2/1/2010,277410,73.868,75.186,75.77083333,78.204,,74.15867961,76.00871207,,-6.553672316,22.3890785,,20.18163471,10.97858407,2.019551907,,-1764160,,-79.81836529,-94.54577939
2/2/2010,366270,74.372,75.007,75.59083333,77.99,,75.18245307,75.76583329,,-2.720745686,38.67684478,,58.25242718,27.47570582,2.0902982,,-1397890,,-41.74757282,-36.86399032
2/3/2010,391290,75.034,74.943,75.50583333,77.7505,,75.78163538,75.99108971,,-1.307692308,40.99797707,,57.37704918,45.27037036,2.049562614,,-1789180,,-42.62295082,-13.68236513
2/4/2010,523890,74.934,74.649,75.01583333,77.2485,,74.90109025,76.14322975,,-7.441154138,33.0255296,,10.44992743,42.02646793,2.242450999,,-2313070,,-89.55007257,-76.86831562
2/5/2010,596140,74.594,74.314,74.48,76.675,,73.66406017,75.6811944,,-8.283947436,32.05060622,,17.51295337,28.44664333,2.399418784,,-2909210,,-82.48704663,-132.6222312
2/8/2010,345640,74.086,73.977,74.13083333,76.132,,73.07270678,74.99024142,,-5.507360673,30.8847185,,25.07869885,17.68052655,2.343746014,,-2563570,-72,-74.92130115,-119.2756856
2/9/2010,429850,73.39,73.881,74.065,75.6935,77.24076923,73.29847119,74.5132812,77.24076923,-1.059833646,39.8744113,-2.72748803,47.96839729,30.18668317,2.378478442,,-2133720,-72,-52.03160271,-76.66099215
2/10/2010,422060,72.898,73.966,74.00333333,75.38,76.97192308,73.70564746,74.39585332,76.98219373,-0.983258039,45.74700109,-2.586340408,58.78220141,43.94309918,2.377872839,,-1711660,-72,-41.21779859,-43.82324873
2/11/2010,464440,73.326,74.13,74.05083333,75.1615,76.72230769,74.23043164,74.41495281,76.79980901,0.762950074,52.1070615,-2.384856199,67.68149883,58.14403251,2.373024779,51.12349228,-1247220,-72,-32.31850117,-13.53328456
2/12/2010,335810,73.914,74.254,74.08916667,74.8985,76.37423077,74.19695443,74.548037,76.68723057,0.624406135,46.85936631,-2.139193571,54.21545667,60.22638564,2.395665866,49.10813045,-1583030,-72,-45.78454333,-35.40495258
2/16/2010,365030,74.938,74.512,74.37,74.849,76.15692308,75.13463628,74.48372361,76.49780608,4.576317219,55.65944882,-2.014082468,87.93911007,69.94535519,2.489546876,47.51014108,-1218000,-72,-12.06088993,59.84300925
2/17/2010,283820,75.654,74.522,74.74,74.7645,75.94846154,75.86642419,74.87238152,76.53574637,6.091370558,59.33673469,-1.663364853,91.68618267,77.94691647,2.403864956,44.82004211,-934180,-68,-8.31381733,122.4986315
2/18/2010,274170,76.562,74.73,75.12583333,74.8365,75.81538462,76.93094946,75.25047667,76.59457997,6.220609969,62.72300469,-1.344103304,97.65066394,92.42531889,2.444303173,42.11038973,-660010,-64,-2.349336057,167.7561742
2/19/2010,183230,77.468,75.397,75.34083333,75.023,75.77769231,77.89063297,75.83655718,76.77720368,3.340670724,66.24413146,-0.940646497,97.26415094,95.53366585,2.436852947,39.34732002,-476780,-60,-2.735849057,189.775211
2/22/2010,34940,78.674,76.294,75.60583333,75.304,75.79730769,78.64708865,76.44785608,77.00185526,4.130943102,64.24664346,-0.553999181,96.82107175,97.24529555,2.338506308,37.15515463,-441840,40,-3.178928247,177.3167482
2/23/2010,316880,79.044,76.991,76.0825,75.484,75.77692308,78.7180591,77.01895514,77.23579191,7.820617993,54.37936593,-0.216836764,85.01362398,93.03294889,2.326470143,35.30664516,-758720,40,-14.98637602,122.4244743
2/24/2010,289320,79.578,77.616,76.81666667,75.7485,75.85384615,79.14537273,77.30219281,77.35610362,12.37533361,57.74358974,-0.053910804,95.36784741,92.40084771,2.317436561,32.91631464,-469400,40,-4.632152589,116.3310962
2/25/2010,346030,79.4,77.981,77.34,75.9735,75.82115385,78.82024849,77.71724007,77.55194779,8.735568229,64.37964551,0.165292279,78.74659401,86.3760218,2.385476807,30.72781002,-815430,40,-21.25340599,76.88967552
2/26/2010,319040,79.37,78.419,77.8325,76.2745,75.89961538,79.10016566,77.78689545,77.59772944,8.013559322,74.86788021,0.189166008,91.27310062,88.46251401,2.374371321,29.00717175,-496390,40,-8.726899384,86.48648649
3/1/2010,298720,79.078,78.876,78.18083333,76.565,76.00038462,78.96677711,78.07506538,77.75049022,5.609232421,69.69346443,0.324575157,79.35483871,83.12484444,2.387630512,27.40943621,-795110,60,-20.64516129,77.38927739
3/2/2010,301700,79.242,79.143,78.5475,76.8275,76.19807692,79.20451807,78.17120916,77.82082428,5.844845909,68.06825107,0.350384887,84.79041916,85.13945283,2.409228333,25.57678379,-493410,64,-15.20958084,83.00565506
3/3/2010,306910,79.416,79.497,79.10916667,77.0095,76.41384615,79.75967871,78.40333083,77.958541,9.092135438,68.86512181,0.444789834,95.79929988,86.64818592,2.364997737,23.82658691,-186500,68,-4.200700117,96.26455666
3/4/2010,278890,79.824,79.612,79.37583333,77.171,76.62538462,79.90978581,78.7828184,78.17420463,4.155304506,64.73401076,0.608613769,88.09801634,89.56257846,2.295355042,22.37630997,-465390,68,-11.90198366,83.24777335
3/5/2010,299630,80.192,79.781,79.72333333,77.589,76.92653846,80.43985721,79.0023848,78.32500428,5.392473814,71.84350919,0.677380512,93.18181818,92.35971147,2.264258253,21.02962425,-165760,76,-6.818181818,100.2643505
3/8/2010,295350,80.826,79.952,79.9575,78.123,77.24307692,80.91657147,79.38663329,78.56018915,3.554262585,66.92200557,0.826444137,91.13300493,90.80427981,2.221096949,20.40831235,129590,80,-8.866995074,104.8186273
3/9/2010,332130,81.188,80.215,80.0975,78.603,77.57384615,81.10771431,79.76868971,78.80536033,2.104999374,64.42441054,0.96332938,84.89326765,89.73603025,2.187447167,20.03794909,-202540,80,-15.10673235,90.21426152
3/10/2010,430150,81.432,80.424,80.25833333,79.02,77.86846154,81.43514288,80.03350667,79.00422252,2.407684631,61.39954853,1.02928415,84.28093645,86.76906968,2.18977237,19.21613839,227610,88,-15.71906355,113.7587158
3/11/2010,279160,81.812,80.818,80.52916667,79.3995,78.05615385,81.66009525,80.34989026,79.23279863,4.121227492,59.15605096,1.117091629,84.61538462,84.59652957,2.108360057,19.14629354,506770,88,-15.38461538,112.0607787
3/12/2010,337200,81.76,80.976,80.6325,79.6975,78.22,81.5200635,80.62067638,79.44592466,1.55,54.12844037,1.174751716,68.57610475,79.15747527,2.142762911,19.0814376,169570,96,-31.42389525,94.29625195
3/15/2010,283140,81.346,81.086,80.76833333,79.981,78.47615385,80.946709,80.71595693,79.57881913,2.085198925,53.55521936,1.137137804,45.00818331,66.06655756,2.145422703,19.48223117,-113570,92,-54.99181669,13.30115312
3/16/2010,290180,81.388,81.288,80.93833333,80.2155,78.88038462,81.197806,80.57504048,79.5952029,2.560883756,56.08011445,0.979837584,76.10474632,63.22967812,2.190749652,18.64617289,176610,88,-23.89525368,58.42605294
3/17/2010,275210,81.556,81.494,81.29083333,80.4955,79.305,81.775204,80.74811118,79.75111379,5.374841169,67.7877429,0.996997383,95.6928839,72.26860451,2.133553249,18.3586101,451820,84,-4.307116105,138.044846
3/18/2010,208340,81.574,81.693,81.50083333,80.6525,79.63,81.91680267,81.08378638,79.98658685,3.162650602,60.06339144,1.097199534,81.17647059,84.32470027,2.070442302,18.64669133,243480,76,-18.82352941,105.5453384
3/19/2010,150680,81.462,81.611,81.485,80.696,79.86692308,81.50453511,81.25551155,80.15054338,-0.234944973,57.51138088,1.104968176,49.3877551,75.41903653,2.089696424,18.8797076,92800,76,-50.6122449,17.57021555
3/22/2010,32680,81.752,81.549,81.57166667,80.7505,80.09653846,81.41969007,81.16697131,80.18976239,1.296596434,56.14722005,0.977208928,58.38779956,62.98400842,2.149003822,17.68551341,125480,72,-41.61220044,-14.48792673
3/23/2010,261870,81.794,81.591,81.60583333,80.903,80.39576923,81.58312672,81.17974496,80.26829851,0.503067485,54.24836601,0.911446453,72.76688453,60.18081307,2.09193212,17.0709063,387350,64,-27.23311547,60.50121671
3/24/2010,307760,81.33,81.443,81.50083333,80.9335,80.53423077,81.25875114,81.29209189,80.38990602,-1.539025284,51.55279503,0.902185864,44.44444444,58.53304285,2.087508397,16.02311901,79590,64,-55.55555556,-9.339971252
3/25/2010,296270,80.996,81.285,81.42083333,81.0515,80.65730769,81.0158341,81.18715467,80.40620928,-1.178058658,45.84404456,0.780945393,42.70152505,53.30428468,2.036972083,15.62630364,-216680,44,-57.29847495,-20.59781839
3/26/2010,324610,80.86,81.161,81.24666667,81.0685,80.69346154,80.67722273,81.08605396,80.41537896,-2.545986113,42.09636517,0.670674991,31.1546841,39.4335512,2.028616935,15.25783221,-541290,44,-68.8453159,-61.49728531
3/29/2010,311040,81.044,81.398,81.25166667,81.242,80.78423077,81.17481515,80.91896873,80.38461015,0.073072707,52.49632893,0.534358579,78.43137255,50.76252723,2.082287154,15.25099631,-230250,44,-21.56862745,57.93610972
3/30/2010,244440,81.136,81.465,81.34583333,81.3765,80.86923077,81.5732101,81.11143508,80.51686125,1.390940423,51.05900151,0.594573828,82.78867102,64.12490922,2.002838071,14.27840357,14190,44,-17.21132898,106.7255258
3/31/2010,371960,81.766,81.548,81.67583333,81.521,81.05769231,82.30214007,81.30506045,80.65413079,4.962406015,55.65455792,0.650929664,98.29545455,86.50516604,1.97620678,13.37528174,386150,96,-1.704545455,179.2025518
4/1/2010,234240,82.634,81.815,81.94,81.754,81.245,83.15809338,81.68274346,80.88419517,3.88004896,62.23870533,0.798548285,92.64705882,91.24372813,1.989334867,13.04930642,620390,96,-7.352941176,246.6098481
4/5/2010,244110,83.958,82.409,82.2475,82.01,81.57,84.31206225,82.17309062,81.17943998,4.449535753,72.52311757,0.993650643,96.63865546,95.86038961,1.99223952,13.60394132,864500,96,-3.361344538,284.8562426
4/6/2010,290480,84.892,82.968,82.63416667,82.2585,81.84615385,85.15470817,82.85723052,81.58244442,5.644768856,69.0936107,1.274786102,97.0657277,95.45048066,1.918508126,14.82521421,1154980,96,-2.9342723,234.5164069
4/7/2010,379530,85.594,83.365,83.0675,82.478,82.12230769,85.39647211,83.46996429,81.97189298,6.445215667,61.18271418,1.498071306,85.79812207,93.16750174,1.887186117,16.04055335,775450,40,-14.20187793,165.3910635
4/8/2010,389600,85.92,83.843,83.4125,82.643,82.34192308,85.39431474,83.84073901,82.26138239,5.095384615,62.31660232,1.579356622,80.04694836,87.63693271,1.859529965,16.66303818,385850,40,-19.95305164,106.1602812
4/9/2010,442940,85.93,84.282,83.66333333,82.7835,82.49769231,85.23620983,84.07908686,82.49313185,3.674764986,67.81512605,1.585955013,74.53051643,80.12519562,1.887420682,16.37137566,-57090,40,-25.46948357,89.18619633
4/12/2010,421900,85.474,84.716,83.97416667,82.9385,82.65653846,84.93747322,84.20845811,82.67289986,4.627217467,62.97229219,1.535558254,63.57615894,72.71787458,1.869033491,16.37044496,-478990,40,-36.42384106,65.31789235
4/13/2010,552300,84.916,84.904,84.2675,83.151,82.75461538,84.64164881,84.22869532,82.79638876,4.371041848,59.27209705,1.432306569,59.73509934,65.94725824,1.87195967,16.33811861,-1031290,40,-40.26490066,23.66133398
4/14/2010,425170,84.908,85.251,84.75416667,83.358,82.90730769,85.04109921,84.20120374,82.88924885,7.3,71.73732336,1.311954888,83.44370861,68.9183223,1.929676836,15.17621877,-606120,40,-16.55629139,74.98433724
4/15/2010,274100,84.932,85.426,85.0325,83.487,83.06192308,85.19739947,84.45332624,83.10782301,4.064743824,70.27687296,1.345503231,79.07284768,74.08388521,1.863271348,15.21011142,-880220,40,-20.92715232,79.04615209
4/16/2010,268760,84.596,85.263,85.105,83.539,83.10615385,84.54493298,84.61589143,83.28576204,1.056209785,61.55492154,1.330129388,44.28364689,68.93340106,1.943751966,15.24158316,-1148980,40,-55.71635311,9.985480445
4/19/2010,122830,84.018,84.746,84.9125,83.5775,83.08076923,83.51328865,84.40421583,83.28237226,-2.757879656,47.36070381,1.121843564,14.02439024,45.79362827,1.998483968,14.71008603,-1271810,40,-85.97560976,-65.45880301
4/20/2010,33430,83.898,84.407,84.79416667,83.6875,83.16576923,83.49219244,83.94972108,83.14664098,-1.673147166,53.49740933,0.803080101,44.51219512,34.27341075,2.012877971,15.11523612,-1238380,40,-55.48780488,-28.50191171
4/21/2010,428240,83.466,84.187,84.54916667,83.776,83.315,83.55479496,83.87284092,83.16911202,-3.394135304,49.71988796,0.703728895,48.01829268,35.51829268,1.991958116,15.09760309,-810140,40,-51.98170732,1.39940731
4/22/2010,433950,83.104,84.018,84.2875,83.9305,83.39192308,83.60319664,83.84317308,83.20695558,-3.615845233,45.56482183,0.636217508,48.32317073,46.95121951,2.01681825,14.50789382,-376190,40,-51.67682927,-29.65245374
4/23/2010,322550,83.48,84.038,84.22416667,84.16,83.47615385,84.10879776,83.82114646,83.24347739,-0.884955752,44.16796267,0.57766907,69.9695122,55.43699187,2.034902661,14.51228098,-53640,40,-30.0304878,18.85725823
4/26/2010,337120,84.03,84.024,84.125,84.37,83.55307692,84.13919851,84.02097008,83.38247906,-1.393605809,40.26548673,0.638491017,56.72333849,58.3386738,2.025266757,13.88166595,-390760,40,-43.27666151,16.16268641
4/27/2010,462840,83.828,83.863,83.91833333,84.3835,83.62076923,83.572799,84.04851314,83.44303617,-2.920395667,38.02228412,0.605476976,32.59385666,53.09556911,2.068461988,13.05626776,-853600,24,-67.40614334,-85.95988539
4/28/2010,400700,83.736,83.601,83.825,84.426,83.69653846,83.45519934,83.80104958,83.36873719,-1.327958264,42.59385666,0.432312391,45.90443686,45.07387733,2.074286132,13.24096654,-452900,24,-54.09556314,-98.9064665
4/29/2010,393690,84.03,83.567,83.91833333,84.4965,83.82192308,84.02679956,83.71165734,83.35771962,1.332540155,50.7749535,0.353937717,79.18088737,52.55972696,2.113265694,13.58600213,-59210,24,-20.81911263,14.60615545
4/30/2010,392140,84.236,83.858,83.94416667,84.5605,84.035,84.73453304,83.93601775,83.49196261,0.361136999,55.47489413,0.444055135,94.13735343,73.07422589,2.05803243,12.70781757,332930,24,-5.862646566,88.42329545
5/3/2010,324730,84.634,84.332,84.00083333,84.539,84.25269231,85.21968869,84.2766304,83.68885427,0.795228628,56.57248157,0.587776131,85.49848943,86.27224341,2.005315828,12.12255768,657660,96,-14.50151057,113.7781693
5/4/2010,497430,84.694,84.261,83.95916667,84.334,84.35807692,84.39312579,84.57099496,83.87412433,-0.600672753,41.36008919,0.696870631,33.3836858,71.00650955,2.161364697,11.87976785,160230,40,-66.6163142,-38.84781843
5/5/2010,512290,84.044,83.89,83.83583333,84.0385,84.27346154,82.91875053,84.28930342,83.79011512,-1.817065684,36.40824338,0.499188308,10.25,43.04405841,2.269838648,12.08827681,-352060,-8,-89.75,-193.4335481
5/6/2010,605010,82.432,83.231,83.3075,83.6245,84.07115385,80.98250035,83.62479521,83.50714363,-7.597363691,35.38388174,0.117651579,20.12728719,21.25365766,2.522707316,13.20476969,-957070,-12,-79.87271281,-293.2585582
5/7/2010,601530,80.224,82.23,82.59333333,83.134,83.73846154,79.02500024,82.62251902,83.03328114,-10.24139579,35.03305005,-0.410762115,4.746835443,11.70804088,2.605371079,15.29825136,-1558600,-16,-95.25316456,-263.9319356
5/10/2010,447160,78.346,81.49,82.01833333,82.757,83.42807692,78.28333349,81.46674686,82.44637142,-8.243727599,34.06804025,-0.979624559,18.11708861,14.33040375,2.662130287,17.25601558,-1111440,-16,-81.88291139,-178.8163155
5/11/2010,441540,77.072,80.883,81.28916667,82.373,83.03384615,77.64555566,80.74878581,82.02812169,-10.27960526,32.65306122,-1.279335879,14.71518987,12.52637131,2.63769241,18.90783046,-1552980,-16,-85.28481013,-156.0015526
5/12/2010,475850,76.208,80.126,80.57666667,81.8635,82.60346154,76.98037044,80.07512645,81.60900156,-10.1543943,31.51125402,-1.533875109,9.018987342,13.95042194,2.610000095,20.54199574,-2028830,-16,-90.98101266,-142.6037136
5/13/2010,532330,75.666,79.049,79.90666667,81.308,82.16192308,76.12024696,79.39433777,81.16759404,-9.752547307,25.18518519,-1.773256271,5.764966741,9.833047985,2.625714374,22.20073863,-2561160,-32,-94.23503326,-138.0843369
5/14/2010,373980,74.966,77.595,78.93916667,80.7265,81.63192308,74.61683131,78.62597811,80.66629078,-13.95097332,23.17852578,-2.040312666,4.779411765,6.521121949,2.693163347,23.99602592,-2935140,-36,-95.22058824,-158.2588959
5/17/2010,355830,73.622,75.984,77.68166667,80.158,81.06115385,73.1045542,77.54659686,79.99545442,-17.71750616,23.40791738,-2.44885756,4.530201342,5.024859949,2.713651679,26.20640604,-3290970,-40,-95.46979866,-154.3826857
5/18/2010,206380,72.23,74.651,76.28666667,79.456,80.48692308,71.87303614,76.39788965,79.26097632,-19.43122461,20.14699524,-2.863086664,2.74122807,4.016947059,2.777676559,28.51641735,-3497350,-44,-97.25877193,-134.5664784
5/19/2010,129170,71.074,73.641,74.92666667,78.7655,79.94153846,71.20535742,75.32282971,78.53127437,-18.93491124,14.64879852,-3.208444661,10.23376623,5.835065215,2.831413948,30.71915728,-3368180,-48,-89.76623377,-124.5470005
5/20/2010,33220,69.796,72.731,73.69916667,77.981,79.25576923,70.14023828,74.48393283,77.88969849,-17.80275562,9.724689165,-3.40576566,16.4556962,9.810230169,3.132741523,32.92606585,-3401400,-52,-83.5443038,-132.5018453
5/21/2010,449430,69.482,72.224,72.87166667,77.227,78.66076923,70.10682552,73.48794316,77.15786897,-12.41715643,17.05426357,-3.669925808,26.36363636,17.68436627,3.138974272,35.46438782,-2951970,-52,-73.63636364,-95.48307772
5/24/2010,279820,69.508,71.565,72.29666667,76.5275,78.15961538,70.14121701,72.95749037,76.63061942,-8.948255739,20.48987282,-3.673129049,32.11403981,24.97779079,3.014047538,37.82140108,-2672150,-52,-67.88596019,-86.17251498
5/25/2010,395400,69.376,70.803,71.76666667,75.843,77.67115385,69.67747801,72.53479954,76.15501798,-8.467580881,21.8373494,-3.620218437,27.92569659,28.80112425,3.017329857,40.01005625,-3067550,-52,-72.07430341,-97.92307777
5/26/2010,405520,69.704,70.389,71.32583333,75.2575,77.21192308,70.28831867,71.95252269,75.60649813,-6.888020833,35.8728557,-3.653975439,50.94604064,36.99525902,3.012520581,42.33160473,-2662030,-52,-49.05395936,-62.78815726
5/27/2010,401810,71.012,70.404,71.17416667,74.7265,76.86076923,71.70887912,71.88444228,75.30305382,-2.383134739,48.65771812,-3.418611547,72.24947442,50.37373722,3.103054825,43.41986229,-2260220,-52,-27.75052558,-22.14254215
5/28/2010,420670,71.798,70.64,71.03416667,74.1175,76.48653846,72.46258608,72.29452808,75.24727206,-2.22075347,42.83544304,-2.952743979,72.39583333,65.19711613,3.066408052,42.69216848,-2680890,-52,-27.60416667,-0.604074397
6/1/2010,438590,72.272,70.89,70.8825,73.437,76.00423077,72.50172405,72.55229299,75.15265931,-2.446236559,40.849831,-2.600366323,65.36050157,70.00193644,3.110950334,41.65566274,-3119480,-52,-34.63949843,-9.347233661
6/2/2010,391030,73.094,71.235,70.98666667,72.943,75.56807692,72.62114937,72.55655561,74.96209196,1.745566262,43.11790824,-2.405536349,70.5978706,69.45140183,3.049453882,41.06880662,-2728450,-52,-29.4021294,-6.763169438
6/3/2010,439430,73.714,71.709,71.36416667,72.675,75.26692308,73.28409958,72.60323936,74.80638144,6.464041096,50.50553683,-2.203142081,90.33101045,75.42979421,3.01949289,40.52386879,-2289020,-52,-9.668989547,32.24778017
6/4/2010,448490,73.106,72.059,71.53916667,72.395,74.81653846,72.69273305,72.91197177,74.79183467,3.025500648,49.76280835,-1.879862902,63.32752613,74.75213573,3.138814827,39.49421746,-2737510,-52,-36.67247387,0.659511218
6/7/2010,417310,72.6,72.199,71.67,72.2115,74.28846154,72.27515537,72.6962838,74.5487358,2.247030199,53.46585117,-1.852452002,62.71777003,72.12543554,3.12747091,38.98377693,-3154820,-52,-37.28222997,-35.67533884
6/8/2010,421970,72.482,72.377,72.00166667,71.971,73.74384615,72.18010358,72.50300937,74.31845908,5.852080576,56.61538462,-1.815449706,67.5087108,64.51800232,3.036222988,38.82497067,-2732850,-48,-32.4912892,-8.649807364
6/9/2010,436980,72.786,72.94,72.36333333,71.8715,73.28961538,72.91340239,72.42408485,74.14598063,6.196459166,60.52263182,-1.721895775,88.32752613,72.85133566,3.031492775,38.61603154,-2295870,-44,-11.67247387,70.82749385
6/10/2010,430040,72.96,73.337,72.8025,71.863,73.01038462,73.76893492,72.72499488,74.1633154,7.506053269,68.06966618,-1.438320521,91.03825137,82.2914961,2.999243291,37.18973457,-1865830,-40,-8.961748634,125.6920004
6/11/2010,421740,73.414,73.26,73.22166667,71.832,72.77230769,73.77262328,73.14884182,74.26084759,7.316363636,59.19370698,-1.112005771,72.45901639,83.94159796,2.955011627,35.25485011,-2287570,-32,-27.54098361,92.63918457
6/14/2010,321670,74.15,73.375,73.5225,72.0075,72.69576923,74.22174886,73.24594308,74.22522925,5.048245001,61.41329614,-0.979286172,87.10382514,83.53369763,2.901796511,33.62473465,-1965900,-32,-12.89617486,109.8522754
6/15/2010,308290,75.14,73.811,73.72166667,72.3505,72.76615385,75.12783257,73.53425953,74.29150856,3.205902079,68.72427984,-0.757249038,97.2327044,85.59851531,2.875953903,31.94391579,-1657610,-28,-2.767295597,134.0973568
6/16/2010,323360,75.798,74.292,74.03,72.7635,72.79961538,75.97522171,74.0582196,74.48769311,5.002027849,65.52419355,-0.429473515,94.66357309,93.00003421,2.818385767,29.83503996,-1334250,72,-5.336426914,150.8589624
6/17/2010,303280,76.06,74.51,74.38083333,73.1095,72.81576923,76.24681448,74.61387812,74.72341955,5.800496004,56.33484163,-0.109541428,84.45475638,92.11701129,2.732786784,27.95972714,-1637530,72,-15.54524362,126.4552935
6/18/2010,157430,76.74,75.077,74.74083333,73.568,72.87461538,76.55787632,74.9486661,74.87649958,5.929179248,59.17667238,0.07216652,88.97911833,89.36581593,2.672587728,26.21836523,-1480100,72,-11.02088167,113.3994754
6/21/2010,124290,77.28,75.715,75.00833333,73.957,73.00615385,76.97858421,75.29194824,75.04712924,4.302372336,65.65113501,0.244818997,88.31030818,87.24806096,2.62740289,24.39304131,-1355810,84,-11.68969182,137.8447813
6/22/2010,27340,77.334,76.237,75.48333333,74.307,73.22153846,77.05572281,75.68087928,75.25252708,7.970913159,62.74165202,0.428352203,81.82784272,86.37242308,2.551874112,23.29441704,-1383150,84,-18.17215728,106.8982234
6/23/2010,365040,77.07,76.434,75.8925,74.687,73.46269231,76.82048187,75.91612862,75.39752507,6.872900336,55.37700865,0.51860355,72.68862912,80.94226001,2.55959739,22.0869663,-1748190,84,-27.31137088,70.20843706
6/24/2010,260400,77.014,76.537,76.26916667,74.937,73.73576923,76.71698791,75.98287807,75.46807877,6.278649812,68.88217523,0.514799295,74.38894793,76.30180659,2.466054719,20.74785976,-1487790,84,-25.61105207,51.79084967
6/25/2010,316460,77.35,77.045,76.6425,75.1525,74.08153846,77.43132528,76.06397375,75.54525812,6.023124496,73.90463918,0.518715627,96.09004739,81.05587481,2.524907954,19.50440369,-1171330,88,-3.909952607,111.1216066
6/28/2010,223310,77.436,77.358,76.87333333,75.3665,74.47538462,77.70421685,76.49413163,75.79079456,3.669846317,70.08985879,0.703337076,84.62585034,85.03494855,2.463128814,19.12502767,-1394640,92,-15.37414966,113.2430599
6/29/2010,323270,77.182,77.258,77.05333333,75.5345,74.70230769,77.11614457,76.76426523,75.97295792,2.927622662,55.03225806,0.791307305,43.79084967,74.83558247,2.509333899,18.85289832,-1717910,92,-56.20915033,39.2106729
6/30/2010,357750,77.038,77.054,77.09583333,75.673,74.91076923,76.62076304,76.63745519,75.97051659,0.678913738,50.50985724,0.666938598,38.7254902,55.7140634,2.504381477,17.70432593,-2075660,88,-61.2745098,2.404228263
7/1/2010,405080,76.326,76.67,76.76333333,75.59,75.07230769,75.39717536,76.48246209,75.94529314,-5.185859111,47.35500319,0.537168942,12.27830832,31.59821606,2.581211372,17.00100744,-2480740,60,-87.72169168,-80.63235447
7/2/2010,256170,74.982,76.166,76.3025,75.6215,75.09653846,74.31145024,75.93900638,75.72341958,-7.1198661,40.17150396,0.215586803,6.701030928,19.23494315,2.522553417,17.25928373,-2736910,60,-93.29896907,-121.9854577
7/6/2010,325730,73.728,75.582,75.90166667,75.6485,74.99769231,73.53430016,75.35454386,75.45798109,-6.263836437,31.62962963,-0.10343723,10.7358263,9.905055182,2.540228173,17.65034777,-3062640,60,-89.2641737,-132.3380669
7/7/2010,288660,73.354,75.268,75.6425,75.7525,75.00153846,73.71286677,74.83538327,75.20035286,-4.029541332,37.88694482,-0.364969595,35.946924,17.79459374,2.607354732,18.20218955,-2773980,60,-64.053076,-94.10205434
7/8/2010,325810,73.316,75.177,75.44416667,75.8055,75.11153846,74.28857785,74.71763199,75.11662302,-3.058339758,45.60260586,-0.398991025,52.47285887,33.05186972,2.558972251,18.10031792,-2448170,60,-47.52714113,-21.17362371
7/9/2010,269890,73.944,75.135,75.35083333,75.836,75.23576923,74.8890519,74.82876553,75.14057687,-1.450589302,46.5086483,-0.311811336,60.31363088,49.57780458,2.481902804,17.42186986,-2178280,60,-39.68636912,3.805069309
7/12/2010,309170,74.506,74.744,75.23416667,75.8945,75.24884615,74.90936793,75.02280161,75.21090451,-1.833660773,41.09248914,-0.188102904,46.56212304,53.11620426,2.441052604,16.54041682,-2487450,60,-53.43787696,-25.60435654
7/13/2010,361790,75.54,74.634,75.2875,75.996,75.46576923,75.65624529,75.01160136,75.19157825,0.836491962,49.83050847,-0.179976891,73.10012063,59.99195818,2.489548847,15.95062843,-2125660,56,-26.89987937,18.27855559
