Date,percent
5/1/2012,86.20891451
5/2/2012,86.2244587
5/3/2012,86.17554612
5/4/2012,86.06217676
5/5/2012,86.03354881
5/6/2012,86.08966228
5/7/2012,86.23051717
5/8/2012,86.45611347
5/9/2012,86.76645119
5/10/2012,87.16153032
5/11/2012,87.64135087
5/12/2012,88.02356985
5/13/2012,88.30818727
5/14/2012,88.49520313
5/15/2012,88.58461742
5/16/2012,88.57643015
5/17/2012,88.47064131
5/18/2012,88.26725091
5/19/2012,88.11922554
5/20/2012,88.02656522
5/21/2012,87.98926993
5/22/2012,88.00733967
5/23/2012,88.08077446
5/24/2012,88.20957428
5/25/2012,88.39373914
5/26/2012,88.59712478
5/27/2012,88.81973121
5/28/2012,89.06155843
5/29/2012,89.32260643
5/30/2012,89.60287522
5/31/2012,89.90236479
6/1/2012,90.22107514
6/2/2012,90.51763472
6/3/2012,90.79204353
6/4/2012,91.04430155
6/5/2012,91.2744088
6/6/2012,91.48236528
6/7/2012,91.66817097
6/8/2012,91.8318259
6/9/2012,91.95513198
6/10/2012,92.03808924
6/11/2012,92.08069766
6/12/2012,92.08295726
6/13/2012,92.04486802
6/14/2012,91.96642994
6/15/2012,91.84764304
6/16/2012,91.77994584
6/17/2012,91.76333836
6/18/2012,91.79782058
6/19/2012,91.88339251
6/20/2012,92.02005416
6/21/2012,92.20780551
6/22/2012,92.44664658
6/23/2012,92.61509142
6/24/2012,92.71314004
6/25/2012,92.74079244
6/26/2012,92.69804862
6/27/2012,92.58490858
6/28/2012,92.40137232
6/29/2012,92.14743983
6/30/2012,91.97030205
7/1/2012,91.86995897
7/2/2012,91.8464106
7/3/2012,91.89965692
7/4/2012,92.02969795
7/5/2012,92.23653368
7/6/2012,92.52016411
7/7/2012,92.71991261
7/8/2012,92.83577919
7/9/2012,92.86776385
7/10/2012,92.81586658
7/11/2012,92.68008739
7/12/2012,92.46042627
7/13/2012,92.15688322
7/14/2012,91.94755841
7/15/2012,91.83245185
7/16/2012,91.81156352
7/17/2012,91.88489343
7/18/2012,92.05244158
7/19/2012,92.31420798
7/20/2012,92.67019261
7/21/2012,92.93390892
7/22/2012,93.10535693
7/23/2012,93.18453662
7/24/2012,93.17144801
7/25/2012,93.06609108
7/26/2012,92.86846584
7/27/2012,92.57857228
7/28/2012,92.35006728
7/29/2012,92.18295082
7/30/2012,92.07722291
7/31/2012,92.03288354
8/1/2012,92.04993272
8/2/2012,92.12837046
8/3/2012,92.26819673
8/4/2012,92.39706357
8/5/2012,92.51497095
8/6/2012,92.62191889
8/7/2012,92.71790739
8/8/2012,92.80293643
8/9/2012,92.87700604
8/10/2012,92.94011619
8/11/2012,92.93704552
8/12/2012,92.86779401
8/13/2012,92.73236167
8/14/2012,92.53074849
8/15/2012,92.26295448
8/16/2012,91.92897964
8/17/2012,91.52882397
8/18/2012,91.23762368
8/19/2012,91.05537877
8/20/2012,90.98208924
8/21/2012,91.01775509
8/22/2012,91.16237632
8/23/2012,91.41595294
