time,value
8/4/2010,74.04897087
8/5/2010,74.0396448
8/6/2010,74.0315729
8/7/2010,74.02475516
8/8/2010,74.0191916
8/9/2010,74.01488221
8/10/2010,74.01182698
8/11/2010,74.01002593
8/12/2010,74.00947905
8/13/2010,74.01018633
8/14/2010,74.01214779
8/15/2010,74.01536341
8/16/2010,74.01983321
8/17/2010,74.02555717
8/18/2010,74.03253531
8/19/2010,74.04076761
8/20/2010,74.05025409
8/21/2010,74.06099473
8/22/2010,74.07298954
8/23/2010,74.08623853
8/24/2010,74.10074168
8/25/2010,74.11649901
8/26/2010,74.1335105
8/27/2010,74.15177616
8/28/2010,74.17129599
8/29/2010,74.19207
8/30/2010,74.21409817
8/31/2010,74.23738051
9/1/2010,74.26191702
9/2/2010,74.28486713
9/3/2010,74.30623083
9/4/2010,74.32600813
9/5/2010,74.34419902
9/6/2010,74.3608035
9/7/2010,74.37582158
9/8/2010,74.38925325
9/9/2010,74.40109852
9/10/2010,74.41135738
9/11/2010,74.42002983
9/12/2010,74.42711588
9/13/2010,74.43261553
9/14/2010,74.43652877
9/15/2010,74.4388556
9/16/2010,74.43959603
9/17/2010,74.43875005
9/18/2010,74.43631766
9/19/2010,74.43229887
9/20/2010,74.42669368
9/21/2010,74.41950208
9/22/2010,74.41072407
9/23/2010,74.40035966
9/24/2010,74.38840884
9/25/2010,74.37487161
9/26/2010,74.35974798
9/27/2010,74.34303795
9/28/2010,74.32474151
9/29/2010,74.30485866
9/30/2010,74.28338941
10/1/2010,74.26033375
10/2/2010,74.23931247
10/3/2010,74.22032558
10/4/2010,74.20337307
10/5/2010,74.18845494
10/6/2010,74.17557119
10/7/2010,74.16472182
10/8/2010,74.15590684
10/9/2010,74.14912624
10/10/2010,74.14438002
10/11/2010,74.14166818
10/12/2010,74.14099072
10/13/2010,74.14234765
10/14/2010,74.14573896
10/15/2010,74.15116465
10/16/2010,74.15862472
10/17/2010,74.16811917
10/18/2010,74.17964801
10/19/2010,74.19321123
10/20/2010,74.20880883
10/21/2010,74.22644081
10/22/2010,74.24610717
10/23/2010,74.26780792
10/24/2010,74.29154305
10/25/2010,74.31731256
10/26/2010,74.34511645
10/27/2010,74.37495472
10/28/2010,74.40682738
10/29/2010,74.44073442
10/30/2010,74.47667584
10/31/2010,74.51465164
11/1/2010,74.55466182
11/2/2010,74.59277116
11/3/2010,74.62897966
11/4/2010,74.66328732
11/5/2010,74.69569414
11/6/2010,74.72620011
11/7/2010,74.75480524
11/8/2010,74.78150953
11/9/2010,74.80631298
11/10/2010,74.82921559
11/11/2010,74.85021735
11/12/2010,74.86931828
11/13/2010,74.88651836
11/14/2010,74.90181759
11/15/2010,74.91521599
11/16/2010,74.92671354
11/17/2010,74.93631026
11/18/2010,74.94400613
11/19/2010,74.94980115
11/20/2010,74.95369534
11/21/2010,74.95568869
11/22/2010,74.95578119
11/23/2010,74.95397285
